"gender","year","home_team","away_team","home_score","home_xg","home_penalty","away_score","away_xg","away_penalty","home_manager","away_manager","attendance","venue","round","date","score","referee"
"M",1982,"Argentina","Belgium",0,NA,NA,1,NA,NA,"Cesar Luis Menotti","Guy Thys",95000,"Camp Nou, Barcelona","First group stage","1982-06-13","0–1","Vojtech Christov"
"M",1978,"Argentina","Netherlands",3,NA,NA,1,NA,NA,"Cesar Luis Menotti","Ernst Happel",71483,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","Final","1978-06-25","3–1","Sergio Gonella"
"M",1978,"Brazil","Italy",2,NA,NA,1,NA,NA,"Claudio Coutinho","Enzo Bearzot",69659,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","Third-place match","1978-06-24","2–1","Abraham Klein"
"M",1978,"Netherlands","Italy",2,NA,NA,1,NA,NA,"Ernst Happel","Enzo Bearzot",67433,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","Second round","1978-06-21","2–1","Angel Martinez"
"M",1978,"Austria","West Germany",3,NA,NA,2,NA,NA,"Helmut Senekowitsch","Helmut Schoen",38318,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","Second round","1978-06-21","3–2","Abraham Klein"
"M",1978,"Brazil","Poland",3,NA,NA,1,NA,NA,"Claudio Coutinho","Jacek Gmoch",39586,"San Martin, Mendoza","Second round","1978-06-21","3–1","Juan Silvagno Cavanna"
"M",1978,"Argentina","Peru",6,NA,NA,0,NA,NA,"Cesar Luis Menotti","Marcos Calderon",37315,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario","Second round","1978-06-21","6–0","Robert Wurtz"
"M",1978,"Poland","Peru",1,NA,NA,0,NA,NA,"Jacek Gmoch","Marcos Calderon",35288,"San Martin, Mendoza","Second round","1978-06-18","1–0","Pat Partridge"
"M",1978,"West Germany","Netherlands",2,NA,NA,2,NA,NA,"Helmut Schoen","Ernst Happel",40750,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","Second round","1978-06-18","2–2","Ramon Barreto Ruiz"
"M",1978,"Italy","Austria",1,NA,NA,0,NA,NA,"Enzo Bearzot","Helmut Senekowitsch",66695,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","Second round","1978-06-18","1–0","Francis Rion"
"M",1978,"Argentina","Brazil",0,NA,NA,0,NA,NA,"Cesar Luis Menotti","Claudio Coutinho",37326,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario","Second round","1978-06-18","0–0","Karoly Palotai"
"M",1978,"Netherlands","Austria",5,NA,NA,1,NA,NA,"Ernst Happel","Helmut Senekowitsch",25050,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","Second round","1978-06-14","5–1","John Gordon"
"M",1978,"West Germany","Italy",0,NA,NA,0,NA,NA,"Helmut Schoen","Enzo Bearzot",67547,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","Second round","1978-06-14","0–0","Dusan Maksimovic"
"M",1978,"Brazil","Peru",3,NA,NA,0,NA,NA,"Claudio Coutinho","Marcos Calderon",31278,"San Martin, Mendoza","Second round","1978-06-14","3–0","Nicolae Rainea"
"M",1978,"Argentina","Poland",2,NA,NA,0,NA,NA,"Cesar Luis Menotti","Jacek Gmoch",37091,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario","Second round","1978-06-14","2–0","Ulf Eriksson"
"M",1978,"Brazil","Austria",1,NA,NA,0,NA,NA,"Claudio Coutinho","Helmut Senekowitsch",35221,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata","First round","1978-06-11","1–0","Robert Wurtz"
"M",1978,"Spain","Sweden",1,NA,NA,0,NA,NA,"Ladislao Kubala","Georg Ericson",42132,"Jose Amalfitani, Buenos Aires","First round","1978-06-11","1–0","Ferdinand Biwersi"
"M",1978,"Peru","IR Iran",4,NA,NA,1,NA,NA,"Marcos Calderon","Heshmat Mohadjerani",21262,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","First round","1978-06-11","4–1","Alojzy Jarguz"
"M",1978,"Scotland","Netherlands",3,NA,NA,2,NA,NA,"Alistair Macleod","Ernst Happel",35130,"San Martin, Mendoza","First round","1978-06-11","3–2","Erich Linemayr"
"M",1978,"France","Hungary",3,NA,NA,1,NA,NA,"Michel Hidalgo","Lajos Baroti",23127,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata","First round","1978-06-10","3–1","Arnaldo Coelho"
"M",1978,"Poland","Mexico",3,NA,NA,1,NA,NA,"Jacek Gmoch","Jose Roca",22651,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario","First round","1978-06-10","3–1","Jafar Namdar"
"M",1978,"West Germany","Tunisia",0,NA,NA,0,NA,NA,"Helmut Schoen","Abdelmajid Chetali",30667,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","First round","1978-06-10","0–0","Cesar Orozco Guerrero"
"M",1978,"Italy","Argentina",1,NA,NA,0,NA,NA,"Enzo Bearzot","Cesar Luis Menotti",71712,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","First round","1978-06-10","1–0","Abraham Klein"
"M",1978,"Austria","Sweden",1,NA,NA,0,NA,NA,"Helmut Senekowitsch","Georg Ericson",41424,"Jose Amalfitani, Buenos Aires","First round","1978-06-07","1–0","Charles Corver"
"M",1978,"Brazil","Spain",0,NA,NA,0,NA,NA,"Claudio Coutinho","Ladislao Kubala",34771,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata","First round","1978-06-07","0–0","Sergio Gonella"
"M",1978,"Netherlands","Peru",0,NA,NA,0,NA,NA,"Ernst Happel","Marcos Calderon",28125,"San Martin, Mendoza","First round","1978-06-07","0–0","Adolf Prokop"
"M",1978,"Scotland","IR Iran",1,NA,NA,1,NA,NA,"Alistair Macleod","Heshmat Mohadjerani",7938,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","First round","1978-06-07","1–1","Youssou Ndiaye"
"M",1978,"Italy","Hungary",3,NA,NA,1,NA,NA,"Enzo Bearzot","Lajos Baroti",26533,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata","First round","1978-06-06","3–1","Ramon Barreto Ruiz"
"M",1978,"West Germany","Mexico",6,NA,NA,0,NA,NA,"Helmut Schoen","Jose Roca",35258,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","First round","1978-06-06","6–0","Farouk Bouzo"
"M",1978,"Poland","Tunisia",1,NA,NA,0,NA,NA,"Jacek Gmoch","Abdelmajid Chetali",9624,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario","First round","1978-06-06","1–0","Angel Martinez"
"M",1978,"Argentina","France",2,NA,NA,1,NA,NA,"Cesar Luis Menotti","Michel Hidalgo",71666,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","First round","1978-06-06","2–1","Jean Dubach"
"M",1978,"Sweden","Brazil",1,NA,NA,1,NA,NA,"Georg Ericson","Claudio Coutinho",32569,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata","First round","1978-06-03","1–1","Clive Thomas"
"M",1978,"Austria","Spain",2,NA,NA,1,NA,NA,"Helmut Senekowitsch","Ladislao Kubala",40841,"Jose Amalfitani, Buenos Aires","First round","1978-06-03","2–1","Karoly Palotai"
"M",1978,"Peru","Scotland",3,NA,NA,1,NA,NA,"Marcos Calderon","Alistair Macleod",37927,"Estadio Olï¿½mpico Chateau Carreras, Cordoba","First round","1978-06-03","3–1","Ulf Eriksson"
"M",1978,"Netherlands","IR Iran",3,NA,NA,0,NA,NA,"Ernst Happel","Heshmat Mohadjerani",33431,"San Martin, Mendoza","First round","1978-06-03","3–0","Alfonso Gonzalez Archundia"
"M",1978,"Italy","France",2,NA,NA,1,NA,NA,"Enzo Bearzot","Michel Hidalgo",42373,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata","First round","1978-06-02","2–1","Nicolae Rainea"
"M",1978,"Tunisia","Mexico",3,NA,NA,1,NA,NA,"Abdelmajid Chetali","Jose Roca",17396,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario","First round","1978-06-02","3–1","John Gordon"
"M",1978,"Argentina","Hungary",2,NA,NA,1,NA,NA,"Cesar Luis Menotti","Lajos Baroti",71615,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","First round","1978-06-02","2–1","Antonio Garrido"
"M",1978,"West Germany","Poland",0,NA,NA,0,NA,NA,"Helmut Schoen","Jacek Gmoch",67579,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires","First round","1978-06-01","0–0","Norberto Angel Coerezza"
"M",1974,"Netherlands","West Germany",1,NA,NA,2,NA,NA,"Rinus Michels","Helmut Schoen",78200,"Olympiastadion, Munich","Final","1974-07-07","1–2","John Taylor"
"M",1974,"Brazil","Poland",0,NA,NA,1,NA,NA,"Mario Zagallo","Kazimierz Gorski",77100,"Olympiastadion, Munich","Third-place match","1974-07-06","0–1","Aurelio Angonese"
"M",1974,"Poland","West Germany",0,NA,NA,1,NA,NA,"Kazimierz Gorski","Helmut Schoen",62000,"Waldstadion, Frankfurt/Main","Second round","1974-07-03","0–1","Erich Linemayr"
"M",1974,"Netherlands","Brazil",2,NA,NA,0,NA,NA,"Rinus Michels","Mario Zagallo",53700,"Westfalenstadion, Dortmund","Second round","1974-07-03","2–0","Kurt Tschenscher"
"M",1974,"Argentina","Germany DR",1,NA,NA,1,NA,NA,"Vladislao Cap","Georg Buschner",54254,"Parkstadion, Gelsenkirchen","Second round","1974-07-03","1–1","John Taylor"
"M",1974,"Sweden","Yugoslavia",2,NA,NA,1,NA,NA,"Georg Ericson","Miljan Miljanic",41300,"Rheinstadion, Dï¿½Sseldorf","Second round","1974-07-03","2–1","Luis Pestarino"
"M",1974,"Poland","Yugoslavia",2,NA,NA,1,NA,NA,"Kazimierz Gorski","Miljan Miljanic",58000,"Waldstadion, Frankfurt/Main","Second round","1974-06-30","2–1","Rudolf Gloeckner"
"M",1974,"Argentina","Brazil",1,NA,NA,2,NA,NA,"Vladislao Cap","Mario Zagallo",39400,"Niedersachsenstadion, Hanover","Second round","1974-06-30","1–2","Vital Loraux"
"M",1974,"Germany DR","Netherlands",0,NA,NA,2,NA,NA,"Georg Buschner","Rinus Michels",68348,"Parkstadion, Gelsenkirchen","Second round","1974-06-30","0–2","Ruedi Scheurer"
"M",1974,"West Germany","Sweden",4,NA,NA,2,NA,NA,"Helmut Schoen","Georg Ericson",67800,"Rheinstadion, Dï¿½Sseldorf","Second round","1974-06-30","4–2","Pavel Kazakov"
"M",1974,"Yugoslavia","West Germany",0,NA,NA,2,NA,NA,"Miljan Miljanic","Helmut Schoen",67385,"Rheinstadion, Dï¿½Sseldorf","Second round","1974-06-26","0–2","Armando Marques"
"M",1974,"Brazil","Germany DR",1,NA,NA,0,NA,NA,"Mario Zagallo","Georg Buschner",59863,"Niedersachsenstadion, Hanover","Second round","1974-06-26","1–0","Clive Thomas"
"M",1974,"Sweden","Poland",0,NA,NA,1,NA,NA,"Georg Ericson","Kazimierz Gorski",44955,"Neckarstadion, Stuttgart","Second round","1974-06-26","0–1","Ramon Barreto Ruiz"
"M",1974,"Netherlands","Argentina",4,NA,NA,0,NA,NA,"Rinus Michels","Vladislao Cap",56548,"Parkstadion, Gelsenkirchen","Second round","1974-06-26","4–0","Bob Davidson"
"M",1974,"Bulgaria","Netherlands",1,NA,NA,4,NA,NA,"Hristo Mladenov","Rinus Michels",53300,"Westfalenstadion, Dortmund","First round","1974-06-23","1–4","Tony Boskovic"
"M",1974,"Poland","Italy",2,NA,NA,1,NA,NA,"Kazimierz Gorski","Ferruccio Valcareggi",70100,"Neckarstadion, Stuttgart","First round","1974-06-23","2–1","Hans Joachim Weyland"
"M",1974,"Sweden","Uruguay",3,NA,NA,0,NA,NA,"Georg Ericson","Roberto Porta",28300,"Rheinstadion, Dï¿½Sseldorf","First round","1974-06-23","3–0","Erich Linemayr"
"M",1974,"Argentina","Haiti",4,NA,NA,1,NA,NA,"Vladislao Cap","Antoine Tassy",25900,"Olympiastadion, Munich","First round","1974-06-23","4–1","Pablo Sanchez Ibanez"
"M",1974,"Scotland","Yugoslavia",1,NA,NA,1,NA,NA,"Willie Ormond","Miljan Miljanic",56000,"Waldstadion, Frankfurt/Main","First round","1974-06-22","1–1","Alfonso Gonzalez Archundia"
"M",1974,"Australia","Chile",0,NA,NA,0,NA,NA,"Rale Rasic","Luis Alamos",17400,"Olympiastadion, Berlin West","First round","1974-06-22","0–0","Jafar Namdar"
"M",1974,"Zaire","Brazil",0,NA,NA,3,NA,NA,"Blagoje Vidinic","Mario Zagallo",36200,"Parkstadion, Gelsenkirchen","First round","1974-06-22","0–3","Nicolae Rainea"
"M",1974,"Germany DR","West Germany",1,NA,NA,0,NA,NA,"Georg Buschner","Helmut Schoen",60200,"Volksparkstadion, Hamburg","First round","1974-06-22","1–0","Ramon Barreto Ruiz"
"M",1974,"Haiti","Poland",0,NA,NA,7,NA,NA,"Antoine Tassy","Kazimierz Gorski",25300,"Olympiastadion, Munich","First round","1974-06-19","0–7","George Suppiah"
"M",1974,"Bulgaria","Uruguay",1,NA,NA,1,NA,NA,"Hristo Mladenov","Roberto Porta",13400,"Niedersachsenstadion, Hanover","First round","1974-06-19","1–1","John Taylor"
"M",1974,"Netherlands","Sweden",0,NA,NA,0,NA,NA,"Rinus Michels","Georg Ericson",53700,"Westfalenstadion, Dortmund","First round","1974-06-19","0–0","Werner Winsemann"
"M",1974,"Argentina","Italy",1,NA,NA,1,NA,NA,"Vladislao Cap","Ferruccio Valcareggi",70100,"Neckarstadion, Stuttgart","First round","1974-06-19","1–1","Pavel Kazakov"
"M",1974,"Australia","West Germany",0,NA,NA,3,NA,NA,"Rale Rasic","Helmut Schoen",53300,"Volksparkstadion, Hamburg","First round","1974-06-18","0–3","Mahmoud Kamel"
"M",1974,"Yugoslavia","Zaire",9,NA,NA,0,NA,NA,"Miljan Miljanic","Blagoje Vidinic",31700,"Parkstadion, Gelsenkirchen","First round","1974-06-18","9–0","Omar Delgado"
"M",1974,"Chile","Germany DR",1,NA,NA,1,NA,NA,"Luis Alamos","Georg Buschner",28300,"Olympiastadion, Berlin West","First round","1974-06-18","1–1","Aurelio Angonese"
"M",1974,"Scotland","Brazil",0,NA,NA,0,NA,NA,"Willie Ormond","Mario Zagallo",62000,"Waldstadion, Frankfurt/Main","First round","1974-06-18","0–0","Arie Van Gemert"
"M",1974,"Uruguay","Netherlands",0,NA,NA,2,NA,NA,"Roberto Porta","Rinus Michels",55100,"Niedersachsenstadion, Hanover","First round","1974-06-15","0–2","Karoly Palotai"
"M",1974,"Sweden","Bulgaria",0,NA,NA,0,NA,NA,"Georg Ericson","Hristo Mladenov",23800,"Rheinstadion, Dï¿½Sseldorf","First round","1974-06-15","0–0","Edison A. Perez Nunez"
"M",1974,"Italy","Haiti",3,NA,NA,1,NA,NA,"Ferruccio Valcareggi","Antoine Tassy",53000,"Olympiastadion, Munich","First round","1974-06-15","3–1","Vicente Llobregat"
"M",1974,"Poland","Argentina",3,NA,NA,2,NA,NA,"Kazimierz Gorski","Vladislao Cap",32700,"Neckarstadion, Stuttgart","First round","1974-06-15","3–2","Clive Thomas"
"M",1974,"West Germany","Chile",1,NA,NA,0,NA,NA,"Helmut Schoen","Luis Alamos",81100,"Olympiastadion, Berlin West","First round","1974-06-14","1–0","Dogan Babacan"
"M",1974,"Germany DR","Australia",2,NA,NA,0,NA,NA,"Georg Buschner","Rale Rasic",17000,"Volksparkstadion, Hamburg","First round","1974-06-14","2–0","Youssou Ndiaye"
"M",1974,"Zaire","Scotland",0,NA,NA,2,NA,NA,"Blagoje Vidinic","Willie Ormond",27000,"Westfalenstadion, Dortmund","First round","1974-06-14","0–2","Gerhard Schulenburg"
"M",1974,"Brazil","Yugoslavia",0,NA,NA,0,NA,NA,"Mario Zagallo","Miljan Miljanic",62000,"Waldstadion, Frankfurt/Main","First round","1974-06-13","0–0","Ruedi Scheurer"
"M",1970,"Brazil","Italy",4,NA,NA,1,NA,NA,"Mario Zagallo","Ferruccio Valcareggi",107412,"Estadio Azteca, Mexico City","Final","1970-06-21","4–1","Rudolf Gloeckner"
"M",1970,"West Germany","Uruguay",1,NA,NA,0,NA,NA,"Helmut Schoen","Juan Hohberg",104403,"Estadio Azteca, Mexico City","Third-place match","1970-06-20","1–0","Antonio Sbardella"
"M",1970,"Italy","West Germany",4,NA,NA,3,NA,NA,"Ferruccio Valcareggi","Helmut Schoen",102444,"Estadio Azteca, Mexico City","Semi-finals","1970-06-17","4–3","Arturo Yamasaki Maldonado"
"M",1970,"Brazil","Uruguay",3,NA,NA,1,NA,NA,"Mario Zagallo","Juan Hohberg",51261,"Jalisco, Guadalajara","Semi-finals","1970-06-17","3–1","Jose Maria Ortiz De Mendibil"
"M",1970,"Brazil","Peru",4,NA,NA,2,NA,NA,"Mario Zagallo","Didi",54233,"Jalisco, Guadalajara","Quarter-finals","1970-06-14","4–2","Vital Loraux"
"M",1970,"Italy","Mexico",4,NA,NA,1,NA,NA,"Ferruccio Valcareggi","Raul Cardenas",26851,"Luis Dosal, Toluca","Quarter-finals","1970-06-14","4–1","Ruedi Scheurer"
"M",1970,"Uruguay","Soviet Union",1,NA,NA,0,NA,NA,"Juan Hohberg","Gavril Kachalin",26085,"Estadio Azteca, Mexico City","Quarter-finals","1970-06-14","1–0","Laurens Van Ravens"
"M",1970,"West Germany","England",3,NA,NA,2,NA,NA,"Helmut Schoen","Alf Ramsey",23357,"Nou Camp - Estadio Leï¿½n, Leon","Quarter-finals","1970-06-14","3–2","Norberto Angel Coerezza"
"M",1970,"Mexico","Belgium",1,NA,NA,0,NA,NA,"Raul Cardenas","Raymond Goethals",108192,"Estadio Azteca, Mexico City","Group stage","1970-06-11","1–0","Norberto Angel Coerezza"
"M",1970,"Italy","Israel",0,NA,NA,0,NA,NA,"Ferruccio Valcareggi","Emmanuel Sheffer",9890,"Luis Dosal, Toluca","Group stage","1970-06-11","0–0","Ayrton Vieira De Moraes"
"M",1970,"Bulgaria","Morocco",1,NA,NA,1,NA,NA,"Stefan Bozhkov","Blagoje Vidinic",12299,"Nou Camp - Estadio Leï¿½n, Leon","Group stage","1970-06-11","1–1","Antonio Saldanha Ribeiro"
"M",1970,"England","Czechoslovakia",1,NA,NA,0,NA,NA,"Alf Ramsey","Jozef Marko",49292,"Jalisco, Guadalajara","Group stage","1970-06-11","1–0","Roger Machin"
"M",1970,"West Germany","Peru",3,NA,NA,1,NA,NA,"Helmut Schoen","Didi",17875,"Nou Camp - Estadio Leï¿½n, Leon","Group stage","1970-06-10","3–1","Abel Aguilar Elizalde"
"M",1970,"Brazil","Romania",3,NA,NA,2,NA,NA,"Mario Zagallo","Angelo Niculescu",50804,"Jalisco, Guadalajara","Group stage","1970-06-10","3–2","Ferdinand Marschall"
"M",1970,"Sweden","Uruguay",1,NA,NA,0,NA,NA,"Orvar Bergmark","Juan Hohberg",18163,"Cuauhtemoc, Puebla","Group stage","1970-06-10","1–0","Henry Landauer"
"M",1970,"Soviet Union","El Salvador",2,NA,NA,0,NA,NA,"Gavril Kachalin","Hernan Carrasco",89979,"Estadio Azteca, Mexico City","Group stage","1970-06-10","2–0","Rafael Hormazabal Diaz"
"M",1970,"Mexico","El Salvador",4,NA,NA,0,NA,NA,"Raul Cardenas","Hernan Carrasco",103058,"Estadio Azteca, Mexico City","Group stage","1970-06-07","4–0","Aly Hussein Kandil"
"M",1970,"Brazil","England",1,NA,NA,0,NA,NA,"Mario Zagallo","Alf Ramsey",66843,"Jalisco, Guadalajara","Group stage","1970-06-07","1–0","Abraham Klein"
"M",1970,"West Germany","Bulgaria",5,NA,NA,2,NA,NA,"Helmut Schoen","Stefan Bozhkov",12710,"Nou Camp - Estadio Leï¿½n, Leon","Group stage","1970-06-07","5–2","Jose Maria Ortiz De Mendibil"
"M",1970,"Sweden","Israel",1,NA,NA,1,NA,NA,"Orvar Bergmark","Emmanuel Sheffer",9624,"Luis Dosal, Toluca","Group stage","1970-06-07","1–1","Seyoum Tarekegn"
"M",1970,"Romania","Czechoslovakia",2,NA,NA,1,NA,NA,"Angelo Niculescu","Jozef Marko",56818,"Jalisco, Guadalajara","Group stage","1970-06-06","2–1","Diego De Leo"
"M",1970,"Uruguay","Italy",0,NA,NA,0,NA,NA,"Juan Hohberg","Ferruccio Valcareggi",29968,"Cuauhtemoc, Puebla","Group stage","1970-06-06","0–0","Rudolf Gloeckner"
"M",1970,"Soviet Union","Belgium",4,NA,NA,1,NA,NA,"Gavril Kachalin","Raymond Goethals",95261,"Estadio Azteca, Mexico City","Group stage","1970-06-06","4–1","Ruedi Scheurer"
"M",1970,"Peru","Morocco",3,NA,NA,0,NA,NA,"Didi","Blagoje Vidinic",13537,"Nou Camp - Estadio Leï¿½n, Leon","Group stage","1970-06-06","3–0","Tofik Bakhramov"
"M",1970,"Belgium","El Salvador",3,NA,NA,0,NA,NA,"Raymond Goethals","Hernan Carrasco",92205,"Estadio Azteca, Mexico City","Group stage","1970-06-03","3–0","Andrei Radulescu"
"M",1970,"Brazil","Czechoslovakia",4,NA,NA,1,NA,NA,"Mario Zagallo","Jozef Marko",52897,"Jalisco, Guadalajara","Group stage","1970-06-03","4–1","Ramon Barreto Ruiz"
"M",1970,"Italy","Sweden",1,NA,NA,0,NA,NA,"Ferruccio Valcareggi","Orvar Bergmark",13433,"Luis Dosal, Toluca","Group stage","1970-06-03","1–0","John Taylor"
"M",1970,"West Germany","Morocco",2,NA,NA,1,NA,NA,"Helmut Schoen","Blagoje Vidinic",12942,"Nou Camp - Estadio Leï¿½n, Leon","Group stage","1970-06-03","2–1","Laurens Van Ravens"
"M",1970,"England","Romania",1,NA,NA,0,NA,NA,"Alf Ramsey","Angelo Niculescu",50560,"Jalisco, Guadalajara","Group stage","1970-06-02","1–0","Vital Loraux"
"M",1970,"Peru","Bulgaria",3,NA,NA,2,NA,NA,"Didi","Stefan Bozhkov",13765,"Nou Camp - Estadio Leï¿½n, Leon","Group stage","1970-06-02","3–2","Antonio Sbardella"
"M",1970,"Uruguay","Israel",2,NA,NA,0,NA,NA,"Juan Hohberg","Emmanuel Sheffer",20654,"Cuauhtemoc, Puebla","Group stage","1970-06-02","2–0","Bob Davidson"
"M",1970,"Mexico","Soviet Union",0,NA,NA,0,NA,NA,"Raul Cardenas","Gavril Kachalin",107160,"Estadio Azteca, Mexico City","Group stage","1970-05-31","0–0","Kurt Tschenscher"
"M",1966,"England","West Germany",4,NA,NA,2,NA,NA,"Alf Ramsey","Helmut Schoen",96924,"Wembley Stadium, London","Final","1966-07-30","4–2","Gottfried Dienst"
"M",1966,"Portugal","Soviet Union",2,NA,NA,1,NA,NA,"Otto Gloria","Nikolai Morozov",87696,"Wembley Stadium, London","Third-place match","1966-07-28","2–1","Kenneth Dagnall"
"M",1966,"England","Portugal",2,NA,NA,1,NA,NA,"Alf Ramsey","Otto Gloria",94493,"Wembley Stadium, London","Semi-finals","1966-07-26","2–1","Pierre Schwinte"
"M",1966,"West Germany","Soviet Union",2,NA,NA,1,NA,NA,"Helmut Schoen","Nikolai Morozov",38273,"Goodison Park, Liverpool","Semi-finals","1966-07-25","2–1","Concetto Lo Bello"
"M",1966,"Portugal","Korea DPR",5,NA,NA,3,NA,NA,"Otto Gloria","Rye Hyun Myung",40248,"Goodison Park, Liverpool","Quarter-finals","1966-07-23","5–3","Menachem Ashkenazi"
"M",1966,"England","Argentina",1,NA,NA,0,NA,NA,"Alf Ramsey","Juan Carlos Lorenzo",90584,"Wembley Stadium, London","Quarter-finals","1966-07-23","1–0","Rudolf Kreitlein"
"M",1966,"Soviet Union","Hungary",2,NA,NA,1,NA,NA,"Nikolai Morozov","Lajos Baroti",26844,"Roker Park Ground, Sunderland","Quarter-finals","1966-07-23","2–1","Juan Gardeazabal"
"M",1966,"West Germany","Uruguay",4,NA,NA,0,NA,NA,"Helmut Schoen","Ondino Viera",40007,"Hillsborough, Sheffield","Quarter-finals","1966-07-23","4–0","Jim Finney"
"M",1966,"England","France",2,NA,NA,0,NA,NA,"Alf Ramsey","Henri Guerin",98270,"Wembley Stadium, London","Group stage","1966-07-20","2–0","Arturo Yamasaki Maldonado"
"M",1966,"Hungary","Bulgaria",3,NA,NA,1,NA,NA,"Lajos Baroti","Rudolf Vytlacil",24129,"Old Trafford Stadium, Manchester","Group stage","1966-07-20","3–1","Roberto Goicoechea"
"M",1966,"West Germany","Spain",2,NA,NA,1,NA,NA,"Helmut Schoen","Jose Villalonga",42187,"Villa Park, Birmingham","Group stage","1966-07-20","2–1","Armando Marques"
"M",1966,"Soviet Union","Chile",2,NA,NA,1,NA,NA,"Nikolai Morozov","Luis Alamos",16027,"Roker Park Ground, Sunderland","Group stage","1966-07-20","2–1","John Adair"
"M",1966,"Uruguay","Mexico",0,NA,NA,0,NA,NA,"Ondino Viera","Ignacio Trellez",61112,"Wembley Stadium, London","Group stage","1966-07-19","0–0","Bertil Loeoew"
"M",1966,"Argentina","Switzerland",2,NA,NA,0,NA,NA,"Juan Carlos Lorenzo","Alfredo Foni",32127,"Hillsborough, Sheffield","Group stage","1966-07-19","2–0","Joaquim Fernandes Campos"
"M",1966,"Portugal","Brazil",3,NA,NA,1,NA,NA,"Otto Gloria","Vicente Feola",58479,"Goodison Park, Liverpool","Group stage","1966-07-19","3–1","George Mccabe"
"M",1966,"Korea DPR","Italy",1,NA,NA,0,NA,NA,"Rye Hyun Myung","Edmondo Fabbri",17829,"Ayresome Park, Middlesbrough","Group stage","1966-07-19","1–0","Pierre Schwinte"
"M",1966,"West Germany","Argentina",0,NA,NA,0,NA,NA,"Helmut Schoen","Juan Carlos Lorenzo",46587,"Villa Park, Birmingham","Group stage","1966-07-16","0–0","Konstantin Zecevic"
"M",1966,"Soviet Union","Italy",1,NA,NA,0,NA,NA,"Nikolai Morozov","Edmondo Fabbri",27793,"Roker Park Ground, Sunderland","Group stage","1966-07-16","1–0","Rudolf Kreitlein"
"M",1966,"Portugal","Bulgaria",3,NA,NA,0,NA,NA,"Otto Gloria","Rudolf Vytlacil",25438,"Old Trafford Stadium, Manchester","Group stage","1966-07-16","3–0","Jose Maria Codesal"
"M",1966,"England","Mexico",2,NA,NA,0,NA,NA,"Alf Ramsey","Ignacio Trellez",92570,"Wembley Stadium, London","Group stage","1966-07-16","2–0","Concetto Lo Bello"
"M",1966,"Spain","Switzerland",2,NA,NA,1,NA,NA,"Jose Villalonga","Alfredo Foni",32028,"Hillsborough, Sheffield","Group stage","1966-07-15","2–1","Tofik Bakhramov"
"M",1966,"Uruguay","France",2,NA,NA,1,NA,NA,"Ondino Viera","Henri Guerin",45662,"White City, London","Group stage","1966-07-15","2–1","Karol Galba"
"M",1966,"Hungary","Brazil",3,NA,NA,1,NA,NA,"Lajos Baroti","Vicente Feola",51387,"Goodison Park, Liverpool","Group stage","1966-07-15","3–1","Kenneth Dagnall"
"M",1966,"Korea DPR","Chile",1,NA,NA,1,NA,NA,"Rye Hyun Myung","Luis Alamos",13792,"Ayresome Park, Middlesbrough","Group stage","1966-07-15","1–1","Aly Hussein Kandil"
"M",1966,"Argentina","Spain",2,NA,NA,1,NA,NA,"Juan Carlos Lorenzo","Jose Villalonga",42738,"Villa Park, Birmingham","Group stage","1966-07-13","2–1","Dimitar Rumentchev"
"M",1966,"France","Mexico",1,NA,NA,1,NA,NA,"Henri Guerin","Ignacio Trellez",69237,"Wembley Stadium, London","Group stage","1966-07-13","1–1","Menachem Ashkenazi"
"M",1966,"Italy","Chile",2,NA,NA,0,NA,NA,"Edmondo Fabbri","Luis Alamos",27199,"Roker Park Ground, Sunderland","Group stage","1966-07-13","2–0","Gottfried Dienst"
