"gender","year","home_team","away_team","home_score","home_xg","home_penalty","away_score","away_xg","away_penalty","home_manager","away_manager","attendance","venue","round","date","score","referee"
"M",1998,"Romania","Colombia",1,NA,NA,0,NA,NA,"Anghel Iordănescu","Hernán Darío Gómez",43300,"Matmut Stadium de Gerland, Lyon","Group stage","1998-06-15","1–0",""
"M",1998,"Germany","United States",2,NA,NA,0,NA,NA,"Berti Vogts","Steve Sampson",49000,"Parc des Princes, Paris","Group stage","1998-06-15","2–0",""
"M",1998,"Argentina","Japan",1,NA,NA,0,NA,NA,"Daniel Passarella","Takeshi Okada",33500,"Stadium Municipal, Toulouse","Group stage","1998-06-14","1–0",""
"M",1998,"FR Yugoslavia","IR Iran",1,NA,NA,0,NA,NA,"Slobodan Santrač","Jalal Talebi",36000,"Stade Geoffroy-Guichard, Saint-Étienne","Group stage","1998-06-14","1–0",""
"M",1998,"Jamaica","Croatia",1,NA,NA,3,NA,NA,"René Simões","Miroslav Blažević",38100,"Stade Bollaert-Delelis, Lens","Group stage","1998-06-14","1–3",""
"M",1998,"Spain","Nigeria",2,NA,NA,3,NA,NA,"Javier Clemente","Bora Milutinović",38000,"Stade de la Beaujoire - Louis Fonteneau, Nantes","Group stage","1998-06-13","2–3",""
"M",1998,"Korea Republic","Mexico",1,NA,NA,3,NA,NA,"Cha Bum-kun","Manuel Lapuente",39100,"Matmut Stadium de Gerland, Lyon","Group stage","1998-06-13","1–3",""
"M",1998,"Netherlands","Belgium",0,NA,NA,0,NA,NA,"Guus Hiddink","Georges Leekens",77000,"Stade de France, Paris","Group stage","1998-06-13","0–0",""
"M",1998,"Paraguay","Bulgaria",0,NA,NA,0,NA,NA,"Paulo César Carpegiani","Hristo Bonev",27650,"Stade de la Mosson, Montpellier","Group stage","1998-06-12","0–0",""
"M",1998,"Saudi Arabia","Denmark",0,NA,NA,1,NA,NA,"Carlos Alberto Parreira","Bo Johansson",38100,"Stade Bollaert-Delelis, Lens","Group stage","1998-06-12","0–1",""
"M",1998,"France","South Africa",3,NA,NA,0,NA,NA,"Aimé Jacquet","Philippe Troussier",55000,"Orange Vélodrome, Marseille","Group stage","1998-06-12","3–0",""
"M",1998,"Italy","Chile",2,NA,NA,2,NA,NA,"Cesare Maldini","Nelson Acosta",35200,"Stade Jacques Chaban-Delmas, Bordeaux","Group stage","1998-06-11","2–2",""
"M",1998,"Cameroon","Austria",1,NA,NA,1,NA,NA,"Claude Le Roy","Herbert Prohaska",36500,"Stadium Municipal, Toulouse","Group stage","1998-06-11","1–1",""
"M",1998,"Brazil","Scotland",2,NA,NA,1,NA,NA,"Mário Zagallo","Craig Brown",80000,"Stade de France, Paris","Group stage","1998-06-10","2–1",""
"M",1998,"Morocco","Norway",2,NA,NA,2,NA,NA,"Henri Michel","Egil Olsen",29750,"Stade de la Mosson, Montpellier","Group stage","1998-06-10","2–2",""
"M",1994,"Brazil","Italy",0,NA,3,0,NA,2,"Carlos Alberto Parreira","Arrigo Sacchi",94194,"Rose Bowl, Los Angeles","Final","1994-07-17","(3) 0–0 (2)","Sandor Puhl"
"M",1994,"Sweden","Bulgaria",4,NA,NA,0,NA,NA,"Tommy Svensson","Dimitar Penev",91500,"Rose Bowl, Los Angeles","Third-place match","1994-07-16","4–0","Ali Bujsaim"
"M",1994,"Bulgaria","Italy",1,NA,NA,2,NA,NA,"Dimitar Penev","Arrigo Sacchi",74110,"Giants Stadium, New York/New Jersey","Semi-finals","1994-07-13","1–2","Joel Quiniou"
"M",1994,"Sweden","Brazil",0,NA,NA,1,NA,NA,"Tommy Svensson","Carlos Alberto Parreira",91856,"Rose Bowl, Los Angeles","Semi-finals","1994-07-13","0–1","Jose Joaquin Torres Cadena"
"M",1994,"Bulgaria","Germany",2,NA,NA,1,NA,NA,"Dimitar Penev","Berti Vogts",72000,"Giants Stadium, New York/New Jersey","Quarter-finals","1994-07-10","2–1","Jose Joaquin Torres Cadena"
"M",1994,"Romania","Sweden",2,NA,4,2,NA,5,"Anghel Iordanescu","Tommy Svensson",83500,"Stanford Stadium, San Francisco","Quarter-finals","1994-07-10","(4) 2–2 (5)","Philip Don"
"M",1994,"Italy","Spain",2,NA,NA,1,NA,NA,"Arrigo Sacchi","Javier Clemente",53400,"Foxboro Stadium, Boston","Quarter-finals","1994-07-09","2–1","Sandor Puhl"
"M",1994,"Netherlands","Brazil",2,NA,NA,3,NA,NA,"Dick Advocaat","Carlos Alberto Parreira",63500,"Cotton Bowl, Dallas","Quarter-finals","1994-07-09","2–3","Rodrigo Badilla"
"M",1994,"Nigeria","Italy",1,NA,NA,2,NA,NA,"Clemens Westerhof","Arrigo Sacchi",54367,"Foxboro Stadium, Boston","Round of 16","1994-07-05","1–2","Arturo Brizio Carter"
"M",1994,"Mexico","Bulgaria",1,NA,1,1,NA,3,"Miguel Mejia Baron","Dimitar Penev",71030,"Giants Stadium, New York/New Jersey","Round of 16","1994-07-05","(1) 1–1 (3)","Jamal Al Sharif"
"M",1994,"Netherlands","Republic of Ireland",2,NA,NA,0,NA,NA,"Dick Advocaat","Jack Charlton",61355,"Citrus Bowl, Orlando","Round of 16","1994-07-04","2–0","Peter Mikkelsen"
"M",1994,"Brazil","United States",1,NA,NA,0,NA,NA,"Carlos Alberto Parreira","Bora Milutinovic",84147,"Stanford Stadium, San Francisco","Round of 16","1994-07-04","1–0","Joel Quiniou"
"M",1994,"Saudi Arabia","Sweden",1,NA,NA,3,NA,NA,"Jorge Solari","Tommy Svensson",60277,"Cotton Bowl, Dallas","Round of 16","1994-07-03","1–3","Renato Marsiglia"
"M",1994,"Romania","Argentina",3,NA,NA,2,NA,NA,"Anghel Iordanescu","Alfio Basile",90469,"Rose Bowl, Los Angeles","Round of 16","1994-07-03","3–2","Pierluigi Pairetto"
"M",1994,"Germany","Belgium",3,NA,NA,2,NA,NA,"Berti Vogts","Paul Van Himst",60246,"Soldier Field, Chicago","Round of 16","1994-07-02","3–2","Kurt Roethlisberger"
"M",1994,"Spain","Switzerland",3,NA,NA,0,NA,NA,"Javier Clemente","Roy Hodgson",53121,"RFK Stadium, Washington Dc","Round of 16","1994-07-02","3–0","Mario Van Der Ende"
"M",1994,"Greece","Nigeria",0,NA,NA,2,NA,NA,"Alkis Panagoulias","Clemens Westerhof",53001,"Foxboro Stadium, Boston","Group stage","1994-06-30","0–2","Leslie Mottram"
"M",1994,"Argentina","Bulgaria",0,NA,NA,2,NA,NA,"Alfio Basile","Dimitar Penev",63998,"Cotton Bowl, Dallas","Group stage","1994-06-30","0–2","Neji Jouini"
"M",1994,"Morocco","Netherlands",1,NA,NA,2,NA,NA,"Abdellah Blinda","Dick Advocaat",60578,"Citrus Bowl, Orlando","Group stage","1994-06-29","1–2","Alberto Tejada Noriega"
"M",1994,"Belgium","Saudi Arabia",0,NA,NA,1,NA,NA,"Paul Van Himst","Jorge Solari",52959,"RFK Stadium, Washington Dc","Group stage","1994-06-29","0–1","Hellmut Krug"
"M",1994,"Italy","Mexico",1,NA,NA,1,NA,NA,"Arrigo Sacchi","Miguel Mejia Baron",52535,"RFK Stadium, Washington Dc","Group stage","1994-06-28","1–1","Francisco Oscar Lamolina"
"M",1994,"Republic of Ireland","Norway",0,NA,NA,0,NA,NA,"Jack Charlton","Egil Olsen",72404,"Giants Stadium, New York/New Jersey","Group stage","1994-06-28","0–0","Jose Joaquin Torres Cadena"
"M",1994,"Russia","Cameroon",6,NA,NA,1,NA,NA,"Pavel Sadyrin","Henri Michel",74914,"Stanford Stadium, San Francisco","Group stage","1994-06-28","6–1","Jamal Al Sharif"
"M",1994,"Brazil","Sweden",1,NA,NA,1,NA,NA,"Carlos Alberto Parreira","Tommy Svensson",77217,"Pontiac Silverdome, Detroit","Group stage","1994-06-28","1–1","Sandor Puhl"
"M",1994,"Germany","Korea Republic",3,NA,NA,2,NA,NA,"Berti Vogts","Ho Kon Kim",63998,"Cotton Bowl, Dallas","Group stage","1994-06-27","3–2","Joel Quiniou"
"M",1994,"Bolivia","Spain",1,NA,NA,3,NA,NA,"Xavier Azkargorta Uriarte","Javier Clemente",63089,"Soldier Field, Chicago","Group stage","1994-06-27","1–3","Rodrigo Badilla"
"M",1994,"Bulgaria","Greece",4,NA,NA,0,NA,NA,"Dimitar Penev","Alkis Panagoulias",63160,"Soldier Field, Chicago","Group stage","1994-06-26","4–0","Ali Bujsaim"
"M",1994,"United States","Romania",0,NA,NA,1,NA,NA,"Bora Milutinovic","Anghel Iordanescu",93869,"Rose Bowl, Los Angeles","Group stage","1994-06-26","0–1","Mario Van Der Ende"
"M",1994,"Switzerland","Colombia",0,NA,NA,2,NA,NA,"Roy Hodgson","Francisco Maturana",83401,"Stanford Stadium, San Francisco","Group stage","1994-06-26","0–2","Peter Mikkelsen"
"M",1994,"Belgium","Netherlands",1,NA,NA,0,NA,NA,"Paul Van Himst","Dick Advocaat",62387,"Citrus Bowl, Orlando","Group stage","1994-06-25","1–0","Renato Marsiglia"
"M",1994,"Saudi Arabia","Morocco",2,NA,NA,1,NA,NA,"Jorge Solari","Abdellah Blinda",76322,"Giants Stadium, New York/New Jersey","Group stage","1994-06-25","2–1","Philip Don"
"M",1994,"Argentina","Nigeria",2,NA,NA,1,NA,NA,"Alfio Basile","Clemens Westerhof",54453,"Foxboro Stadium, Boston","Group stage","1994-06-25","2–1","Bo Karlsson"
"M",1994,"Mexico","Republic of Ireland",2,NA,NA,1,NA,NA,"Miguel Mejia Baron","Jack Charlton",60790,"Citrus Bowl, Orlando","Group stage","1994-06-24","2–1","Kurt Roethlisberger"
"M",1994,"Brazil","Cameroon",3,NA,NA,0,NA,NA,"Carlos Alberto Parreira","Henri Michel",83401,"Stanford Stadium, San Francisco","Group stage","1994-06-24","3–0","Arturo Brizio Carter"
"M",1994,"Sweden","Russia",3,NA,NA,1,NA,NA,"Tommy Svensson","Pavel Sadyrin",71528,"Pontiac Silverdome, Detroit","Group stage","1994-06-24","3–1","Joel Quiniou"
"M",1994,"Italy","Norway",1,NA,NA,0,NA,NA,"Arrigo Sacchi","Egil Olsen",74624,"Giants Stadium, New York/New Jersey","Group stage","1994-06-23","1–0","Hellmut Krug"
"M",1994,"Korea Republic","Bolivia",0,NA,NA,0,NA,NA,"Ho Kon Kim","Xavier Azkargorta Uriarte",54453,"Foxboro Stadium, Boston","Group stage","1994-06-23","0–0","Leslie Mottram"
"M",1994,"Romania","Switzerland",1,NA,NA,4,NA,NA,"Anghel Iordanescu","Roy Hodgson",61428,"Pontiac Silverdome, Detroit","Group stage","1994-06-22","1–4","Neji Jouini"
"M",1994,"United States","Colombia",2,NA,NA,1,NA,NA,"Bora Milutinovic","Francisco Maturana",93869,"Rose Bowl, Los Angeles","Group stage","1994-06-22","2–1","Fabio Baldas"
"M",1994,"Argentina","Greece",4,NA,NA,0,NA,NA,"Alfio Basile","Alkis Panagoulias",54456,"Foxboro Stadium, Boston","Group stage","1994-06-21","4–0","Arturo Angeles"
"M",1994,"Germany","Spain",1,NA,NA,1,NA,NA,"Berti Vogts","Javier Clemente",63113,"Soldier Field, Chicago","Group stage","1994-06-21","1–1","Ernesto Filippi"
"M",1994,"Nigeria","Bulgaria",3,NA,NA,0,NA,NA,"Clemens Westerhof","Dimitar Penev",44132,"Cotton Bowl, Dallas","Group stage","1994-06-21","3–0","Rodrigo Badilla"
"M",1994,"Brazil","Russia",2,NA,NA,0,NA,NA,"Carlos Alberto Parreira","Pavel Sadyrin",81061,"Stanford Stadium, San Francisco","Group stage","1994-06-20","2–0","An Yan Lim Kee Chong"
"M",1994,"Netherlands","Saudi Arabia",2,NA,NA,1,NA,NA,"Dick Advocaat","Jorge Solari",50535,"RFK Stadium, Washington Dc","Group stage","1994-06-20","2–1","Manuel Diaz Vega"
"M",1994,"Belgium","Morocco",1,NA,NA,0,NA,NA,"Paul Van Himst","Abdellah Blinda",61219,"Citrus Bowl, Orlando","Group stage","1994-06-19","1–0","Jose Joaquin Torres Cadena"
"M",1994,"Norway","Mexico",1,NA,NA,0,NA,NA,"Egil Olsen","Miguel Mejia Baron",52395,"RFK Stadium, Washington Dc","Group stage","1994-06-19","1–0","Sandor Puhl"
"M",1994,"Cameroon","Sweden",2,NA,NA,2,NA,NA,"Henri Michel","Tommy Svensson",93194,"Rose Bowl, Los Angeles","Group stage","1994-06-19","2–2","Alberto Tejada Noriega"
"M",1994,"United States","Switzerland",1,NA,NA,1,NA,NA,"Bora Milutinovic","Roy Hodgson",73425,"Pontiac Silverdome, Detroit","Group stage","1994-06-18","1–1","Francisco Oscar Lamolina"
"M",1994,"Italy","Republic of Ireland",0,NA,NA,1,NA,NA,"Arrigo Sacchi","Jack Charlton",75338,"Giants Stadium, New York/New Jersey","Group stage","1994-06-18","0–1","Mario Van Der Ende"
"M",1994,"Colombia","Romania",1,NA,NA,3,NA,NA,"Francisco Maturana","Anghel Iordanescu",91856,"Rose Bowl, Los Angeles","Group stage","1994-06-18","1–3","Jamal Al Sharif"
"M",1994,"Germany","Bolivia",1,NA,NA,0,NA,NA,"Berti Vogts","Xavier Azkargorta Uriarte",63117,"Soldier Field, Chicago","Group stage","1994-06-17","1–0","Arturo Brizio Carter"
"M",1994,"Spain","Korea Republic",2,NA,NA,2,NA,NA,"Javier Clemente","Ho Kon Kim",56247,"Cotton Bowl, Dallas","Group stage","1994-06-17","2–2","Peter Mikkelsen"
"M",1990,"West Germany","Argentina",1,NA,NA,0,NA,NA,"Franz Beckenbauer","Carlos Bilardo",73603,"Stadio Olimpico, Rome","Final","1990-07-08","1–0","Edgardo Codesal Mendez"
"M",1990,"Italy","England",2,NA,NA,1,NA,NA,"Azeglio Vicini","Bobby Robson",51426,"Stadio San Nicola, Bari","Third-place match","1990-07-07","2–1","Joel Quiniou"
"M",1990,"West Germany","England",1,NA,4,1,NA,3,"Franz Beckenbauer","Bobby Robson",62628,"Stadio delle Alpi, Turin","Semi-finals","1990-07-04","(4) 1–1 (3)","Jose Ramiz Wright"
"M",1990,"Italy","Argentina",1,NA,3,1,NA,4,"Azeglio Vicini","Carlos Bilardo",59978,"San Paolo, Naples","Semi-finals","1990-07-03","(3) 1–1 (4)","Michel Vautrot"
"M",1990,"West Germany","Czechoslovakia",1,NA,NA,0,NA,NA,"Franz Beckenbauer","Jozef Venglos",73347,"Giuseppe Meazza, Milan","Quarter-finals","1990-07-01","1–0","Helmut Kohl"
"M",1990,"England","Cameroon",3,NA,NA,2,NA,NA,"Bobby Robson","Valeri Nepomnyashchi",55205,"San Paolo, Naples","Quarter-finals","1990-07-01","3–2","Edgardo Codesal Mendez"
"M",1990,"Yugoslavia","Argentina",0,NA,2,0,NA,3,"Ivica Osim","Carlos Bilardo",38971,"Comunale, Florence","Quarter-finals","1990-06-30","(2) 0–0 (3)","Kurt Roethlisberger"
"M",1990,"Italy","Republic of Ireland",1,NA,NA,0,NA,NA,"Azeglio Vicini","Jack Charlton",73303,"Stadio Olimpico, Rome","Quarter-finals","1990-06-30","1–0","Carlos Alberto Silva Valente"
"M",1990,"Spain","Yugoslavia",1,NA,NA,2,NA,NA,"Luis Suarez","Ivica Osim",35500,"Marc Antonio Bentegodi, Verona","Round of 16","1990-06-26","1–2","Aron Schmidhuber"
"M",1990,"England","Belgium",1,NA,NA,0,NA,NA,"Bobby Robson","Guy Thys",34520,"Renato Dall Ara, Bologna","Round of 16","1990-06-26","1–0","Peter Mikkelsen"
"M",1990,"Republic of Ireland","Romania",0,NA,5,0,NA,4,"Jack Charlton","Emerich Jenei",31818,"Luigi Ferraris, Genoa","Round of 16","1990-06-25","(5) 0–0 (4)","Jose Ramiz Wright"
"M",1990,"Italy","Uruguay",2,NA,NA,0,NA,NA,"Azeglio Vicini","Oscar Tabarez",73303,"Stadio Olimpico, Rome","Round of 16","1990-06-25","2–0","George Courtney"
"M",1990,"Brazil","Argentina",0,NA,NA,1,NA,NA,"Sebastiao Lazaroni","Carlos Bilardo",61381,"Stadio delle Alpi, Turin","Round of 16","1990-06-24","0–1","Joel Quiniou"
"M",1990,"West Germany","Netherlands",2,NA,NA,1,NA,NA,"Franz Beckenbauer","Leo Beenhakker",74559,"Giuseppe Meazza, Milan","Round of 16","1990-06-24","2–1","Juan Loustau"
"M",1990,"Cameroon","Colombia",2,NA,NA,1,NA,NA,"Valeri Nepomnyashchi","Francisco Maturana",50026,"San Paolo, Naples","Round of 16","1990-06-23","2–1","Tullio Lanese"
"M",1990,"Czechoslovakia","Costa Rica",4,NA,NA,1,NA,NA,"Jozef Venglos","Bora Milutinovic",47673,"Stadio San Nicola, Bari","Round of 16","1990-06-23","4–1","Siegfried Kirschen"
"M",1990,"Belgium","Spain",1,NA,NA,2,NA,NA,"Guy Thys","Luis Suarez",35950,"Marc Antonio Bentegodi, Verona","Group stage","1990-06-21","1–2","Juan Loustau"
"M",1990,"Korea Republic","Uruguay",0,NA,NA,1,NA,NA,"Hoe Taik Lee","Oscar Tabarez",29039,"Friuli, Udine","Group stage","1990-06-21","0–1","Tullio Lanese"
"M",1990,"Republic of Ireland","Netherlands",1,NA,NA,1,NA,NA,"Jack Charlton","Leo Beenhakker",33288,"Della Favorita, Palermo","Group stage","1990-06-21","1–1","Michel Vautrot"
"M",1990,"England","Egypt",1,NA,NA,0,NA,NA,"Bobby Robson","Mahmoud El Gohary",34959,"Sant Elia, Cagliari","Group stage","1990-06-21","1–0","Kurt Roethlisberger"
"M",1990,"Sweden","Costa Rica",1,NA,NA,2,NA,NA,"Olle Nordin","Bora Milutinovic",30223,"Luigi Ferraris, Genoa","Group stage","1990-06-20","1–2","Zoran Petrovic"
"M",1990,"Brazil","Scotland",1,NA,NA,0,NA,NA,"Sebastiao Lazaroni","Andy Roxburgh",62502,"Stadio delle Alpi, Turin","Group stage","1990-06-20","1–0","Helmut Kohl"
"M",1990,"West Germany","Colombia",1,NA,NA,1,NA,NA,"Franz Beckenbauer","Francisco Maturana",72510,"Giuseppe Meazza, Milan","Group stage","1990-06-19","1–1","Alan Snoddy"
"M",1990,"Yugoslavia","United Arab Emirates",4,NA,NA,1,NA,NA,"Ivica Osim","Carlos Alberto Parreira",27833,"Renato Dall Ara, Bologna","Group stage","1990-06-19","4–1","Shizuo Takada"
"M",1990,"Austria","United States",2,NA,NA,1,NA,NA,"Josef Hickersberger","Bob Gansler",34857,"Comunale, Florence","Group stage","1990-06-19","2–1","Jamal Al Sharif"
"M",1990,"Italy","Czechoslovakia",2,NA,NA,0,NA,NA,"Azeglio Vicini","Jozef Venglos",73303,"Stadio Olimpico, Rome","Group stage","1990-06-19","2–0","Joel Quiniou"
"M",1990,"Argentina","Romania",1,NA,NA,1,NA,NA,"Carlos Bilardo","Emerich Jenei",52733,"San Paolo, Naples","Group stage","1990-06-18","1–1","Carlos Alberto Silva Valente"
"M",1990,"Cameroon","Soviet Union",0,NA,NA,4,NA,NA,"Valeri Nepomnyashchi","Valeriy Lobanovskyi",37307,"Stadio San Nicola, Bari","Group stage","1990-06-18","0–4","Jose Ramiz Wright"
"M",1990,"Republic of Ireland","Egypt",0,NA,NA,0,NA,NA,"Jack Charlton","Mahmoud El Gohary",33288,"Della Favorita, Palermo","Group stage","1990-06-17","0–0","Marcel Van Langenhove"
"M",1990,"Belgium","Uruguay",3,NA,NA,1,NA,NA,"Guy Thys","Oscar Tabarez",33759,"Marc Antonio Bentegodi, Verona","Group stage","1990-06-17","3–1","Siegfried Kirschen"
"M",1990,"Korea Republic","Spain",1,NA,NA,3,NA,NA,"Hoe Taik Lee","Luis Suarez",32733,"Dacia Arena, Udine","Group stage","1990-06-17","1–3","Elias V. Jacome Guerrero"
"M",1990,"Brazil","Costa Rica",1,NA,NA,0,NA,NA,"Sebastiao Lazaroni","Bora Milutinovic",58007,"Stadio delle Alpi, Turin","Group stage","1990-06-16","1–0","Neji Jouini"
"M",1990,"England","Netherlands",0,NA,NA,0,NA,NA,"Bobby Robson","Leo Beenhakker",35267,"Sant Elia, Cagliari","Group stage","1990-06-16","0–0","Zoran Petrovic"
"M",1990,"Sweden","Scotland",1,NA,NA,2,NA,NA,"Olle Nordin","Andy Roxburgh",31823,"Luigi Ferraris, Genoa","Group stage","1990-06-16","1–2","Carlos Maciel"
"M",1990,"Austria","Czechoslovakia",0,NA,NA,1,NA,NA,"Josef Hickersberger","Jozef Venglos",38962,"Comunale, Florence","Group stage","1990-06-15","0–1","George Smith"
"M",1990,"West Germany","United Arab Emirates",5,NA,NA,1,NA,NA,"Franz Beckenbauer","Carlos Alberto Parreira",71169,"Giuseppe Meazza, Milan","Group stage","1990-06-15","5–1","Alexey Spirin"
"M",1990,"Yugoslavia","Colombia",1,NA,NA,0,NA,NA,"Ivica Osim","Francisco Maturana",32257,"Renato Dall Ara, Bologna","Group stage","1990-06-14","1–0","Luigi Agnolin"
"M",1990,"Cameroon","Romania",2,NA,NA,1,NA,NA,"Valeri Nepomnyashchi","Emerich Jenei",38687,"Stadio San Nicola, Bari","Group stage","1990-06-14","2–1","Hernan Silva Arce"
"M",1990,"Italy","United States",1,NA,NA,0,NA,NA,"Azeglio Vicini","Bob Gansler",73423,"Stadio Olimpico, Rome","Group stage","1990-06-14","1–0","Edgardo Codesal Mendez"
"M",1990,"Uruguay","Spain",0,NA,NA,0,NA,NA,"Oscar Tabarez","Luis Suarez",35713,"Dacia Arena, Udine","Group stage","1990-06-13","0–0","Helmut Kohl"
"M",1990,"Argentina","Soviet Union",2,NA,NA,0,NA,NA,"Carlos Bilardo","Valeriy Lobanovskyi",55759,"San Paolo, Naples","Group stage","1990-06-13","2–0","Erik Fredriksson"
"M",1990,"Belgium","Korea Republic",2,NA,NA,0,NA,NA,"Guy Thys","Hoe Taik Lee",32790,"Marc Antonio Bentegodi, Verona","Group stage","1990-06-12","2–0","Vincent Mauro"
"M",1990,"Netherlands","Egypt",1,NA,NA,1,NA,NA,"Leo Beenhakker","Mahmoud El Gohary",33288,"Della Favorita, Palermo","Group stage","1990-06-12","1–1","Emilio Soriano Aladren"
"M",1990,"Costa Rica","Scotland",1,NA,NA,0,NA,NA,"Bora Milutinovic","Andy Roxburgh",30867,"Luigi Ferraris, Genoa","Group stage","1990-06-11","1–0","Juan Loustau"
"M",1990,"England","Republic of Ireland",1,NA,NA,1,NA,NA,"Bobby Robson","Jack Charlton",35238,"Sant Elia, Cagliari","Group stage","1990-06-11","1–1","Aron Schmidhuber"
"M",1990,"United States","Czechoslovakia",1,NA,NA,5,NA,NA,"Bob Gansler","Jozef Venglos",33266,"Comunale, Florence","Group stage","1990-06-10","1–5","Kurt Roethlisberger"
"M",1990,"West Germany","Yugoslavia",4,NA,NA,1,NA,NA,"Franz Beckenbauer","Ivica Osim",74765,"Giuseppe Meazza, Milan","Group stage","1990-06-10","4–1","Peter Mikkelsen"
"M",1990,"Brazil","Sweden",2,NA,NA,1,NA,NA,"Sebastiao Lazaroni","Olle Nordin",62628,"Stadio delle Alpi, Turin","Group stage","1990-06-10","2–1","Tullio Lanese"
"M",1990,"United Arab Emirates","Colombia",0,NA,NA,2,NA,NA,"Carlos Alberto Parreira","Francisco Maturana",30791,"Renato Dall Ara, Bologna","Group stage","1990-06-09","0–2","George Courtney"
"M",1990,"Soviet Union","Romania",0,NA,NA,2,NA,NA,"Valeriy Lobanovskyi","Emerich Jenei",42907,"Stadio San Nicola, Bari","Group stage","1990-06-09","0–2","Juan Cardellino De San Vicente"
"M",1990,"Italy","Austria",1,NA,NA,0,NA,NA,"Azeglio Vicini","Josef Hickersberger",73303,"Stadio Olimpico, Rome","Group stage","1990-06-09","1–0","Jose Ramiz Wright"
"M",1990,"Argentina","Cameroon",0,NA,NA,1,NA,NA,"Carlos Bilardo","Valeri Nepomnyashchi",73780,"Giuseppe Meazza, Milan","Group stage","1990-06-08","0–1","Michel Vautrot"
"M",1986,"Argentina","West Germany",3,NA,NA,2,NA,NA,"Carlos Bilardo","Franz Beckenbauer",114600,"Estadio Azteca, Mexico City","Final","1986-06-29","3–2","Romualdo Arppi Filho"
"M",1986,"France","Belgium",4,NA,NA,2,NA,NA,"Henri Michel","Guy Thys",21000,"Cuauhtemoc, Puebla","Third-place match","1986-06-28","4–2","George Courtney"
"M",1986,"France","West Germany",0,NA,NA,2,NA,NA,"Henri Michel","Franz Beckenbauer",45000,"Jalisco, Guadalajara","Semi-finals","1986-06-25","0–2","Luigi Agnolin"
"M",1986,"Argentina","Belgium",2,NA,NA,0,NA,NA,"Carlos Bilardo","Guy Thys",114500,"Estadio Azteca, Mexico City","Semi-finals","1986-06-25","2–0","Antonio Marquez Ramirez"
